,id,city,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,umpire1,umpire2,yr,team1_points,team2_points
741,1216510,Dubai,KL Rahul,Dubai International Cricket Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,runs,97.0,AK Chaudhary,PR Reiffel,2020,88.9,95.0
742,1216511,Abu Dhabi,SA Yadav,Sheikh Zayed Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,57.0,VK Sharma,S Ravi,2020,150.6,94.63888888888889
743,1216513,Dubai,SR Watson,Dubai International Cricket Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,wickets,10.0,AY Dandekar,Nitin Menon,2020,88.9,82.175
744,1216514,Abu Dhabi,YS Chahal,Sheikh Zayed Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,wickets,8.0,CB Gaffaney,S Ravi,2020,94.63888888888889,95.0
745,1216515,Sharjah,SS Iyer,Sharjah Cricket Stadium,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,18.0,VA Kulkarni,RK Illingworth,2020,104.8,89.07894736842105
746,1216516,Dubai,PK Garg,Dubai International Cricket Stadium,0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,7.0,AK Chaudhary,PR Reiffel,2020,92.78571428571429,82.175
747,1216518,Dubai,MK Pandey,Dubai International Cricket Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,Nitin Menon,PR Reiffel,2020,94.63888888888889,92.78571428571429
748,1216519,Dubai,AR Patel,Dubai International Cricket Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,runs,59.0,Nitin Menon,YC Barde,2020,104.8,95.0
749,1216520,Sharjah,CH Gayle,Sharjah Cricket Stadium,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,8.0,KN Ananthapadmanabhan,RK Illingworth,2020,89.07894736842105,88.9
750,1216521,Sharjah,TA Boult,Sharjah Cricket Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,10.0,C Shamshuddin,VA Kulkarni,2020,82.175,150.6
751,1216522,Dubai,AB de Villiers,Dubai International Cricket Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,wickets,7.0,AK Chaudhary,Nitin Menon,2020,94.63888888888889,95.0
752,1216523,Abu Dhabi,KD Karthik,Sheikh Zayed Stadium,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,2.0,UV Gandhe,CB Gaffaney,2020,89.07894736842105,88.9
753,1216524,Dubai,WP Saha,Dubai International Cricket Stadium,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,88.0,AK Chaudhary,Nitin Menon,2020,92.78571428571429,104.8
754,1216525,Dubai,V Kohli,Dubai International Cricket Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,37.0,AK Chaudhary,PR Reiffel,2020,95.0,82.175
755,1216526,Abu Dhabi,Q de Kock,Sheikh Zayed Stadium,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,8.0,CB Gaffaney,VK Sharma,2020,89.07894736842105,150.6
756,1216527,Sharjah,SV Samson,Sharjah Cricket Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,RK Illingworth,K Srinivasan,2020,88.9,94.63888888888889
757,1216528,Dubai,RA Jadeja,Dubai International Cricket Stadium,0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,20.0,AK Chaudhary,PR Reiffel,2020,82.175,92.78571428571429
758,1216529,Abu Dhabi,Q de Kock,Sheikh Zayed Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,CB Gaffaney,S Ravi,2020,104.8,150.6
759,1216530,Dubai,PJ Cummins,Dubai International Cricket Stadium,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,60.0,Nitin Menon,PR Reiffel,2020,89.07894736842105,94.63888888888889
760,1216531,Sharjah,KL Rahul,Sharjah Cricket Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,8.0,KN Ananthapadmanabhan,C Shamshuddin,2020,95.0,88.9
761,1216532,Abu Dhabi,Rashid Khan,Sheikh Zayed Stadium,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,15.0,VK Sharma,S Ravi,2020,92.78571428571429,104.8
762,1216533,Abu Dhabi,JC Buttler,Sheikh Zayed Stadium,0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,7.0,CB Gaffaney,VK Sharma,2020,82.175,94.63888888888889
763,1216534,Dubai,YS Chahal,Dubai International Cricket Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,runs,10.0,AY Dandekar,Nitin Menon,2020,95.0,92.78571428571429
764,1216535,Dubai,Ishan Kishan,Dubai International Cricket Stadium,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,YC Barde,PR Reiffel,2020,104.8,150.6
765,1216536,Dubai,RD Gaikwad,Dubai International Cricket Stadium,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,C Shamshuddin,RK Illingworth,2020,89.07894736842105,82.175
766,1216537,Abu Dhabi,BA Stokes,Sheikh Zayed Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,CB Gaffaney,S Ravi,2020,88.9,94.63888888888889
767,1216538,Sharjah,TA Boult,Sharjah Cricket Stadium,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,34.0,KN Ananthapadmanabhan,RK Illingworth,2020,150.6,92.78571428571429
768,1216539,Dubai,PP Shaw,Dubai International Cricket Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,runs,44.0,KN Ananthapadmanabhan,RK Illingworth,2020,104.8,82.175
769,1216540,Sharjah,AB de Villiers,Sharjah Cricket Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,82.0,RK Illingworth,K Srinivasan,2020,95.0,89.07894736842105
770,1216541,Abu Dhabi,BA Stokes,Sheikh Zayed Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,8.0,UV Gandhe,VK Sharma,2020,150.6,94.63888888888889
771,1216542,Dubai,JM Bairstow,Dubai International Cricket Stadium,0,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,69.0,AK Chaudhary,Nitin Menon,2020,92.78571428571429,88.9
772,1216543,Dubai,A Nortje,Dubai International Cricket Stadium,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,13.0,AK Chaudhary,Nitin Menon,2020,104.8,94.63888888888889
773,1216544,Dubai,RD Gaikwad,Dubai International Cricket Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,8.0,C Shamshuddin,RK Illingworth,2020,95.0,82.175
774,1216545,Abu Dhabi,Shubman Gill,Sheikh Zayed Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,7.0,CB Gaffaney,VK Sharma,2020,92.78571428571429,89.07894736842105
775,1216546,Dubai,S Dhawan,Dubai International Cricket Stadium,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,wickets,5.0,C Shamshuddin,RK Illingworth,2020,104.8,88.9
776,1237177,Dubai,JJ Bumrah,Dubai International Cricket Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,57.0,CB Gaffaney,Nitin Menon,2020,150.6,104.8
777,1237178,Abu Dhabi,KS Williamson,Sheikh Zayed Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,PR Reiffel,S Ravi,2020,95.0,92.78571428571429
778,1237180,Abu Dhabi,MP Stoinis,Sheikh Zayed Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,runs,17.0,PR Reiffel,S Ravi,2020,104.8,92.78571428571429
779,1237181,Dubai,TA Boult,Dubai International Cricket Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,CB Gaffaney,Nitin Menon,2020,104.8,150.6
