,Kolkata Knight Riders,Royal Challengers Bangalore,Kings XI Punjab,Chennai Super Kings,Rajasthan Royals,Delhi Daredevils,Mumbai Indians,Deccan Chargers,Kochi Tuskers Kerala,Pune Warriors,,Sunrisers Hyderabad,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiant,Delhi Capitals
2008,"{'A Chopra', 'Shoaib Akhtar', 'Iqbal Abdulla', 'DJ Hussey', 'WP Saha', 'LR Shukla', 'RT Ponting', 'M Kartik', 'BAW Mendis', 'Mohammad Hafeez', 'T Taibu', 'BB McCullum', 'DB Das', 'AB Agarkar', 'AB Dinda', 'BJ Hodge', 'Salman Butt', 'SC Ganguly', 'I Sharma', 'Umar Gul'}","{'S Chanderpaul', 'B Chipli', 'DW Steyn', 'DT Patil', 'R Vinay Kumar', 'Abdur Razzak', 'AA Noffke', 'SB Joshi', 'J Arunkumar', 'SP Goswami', 'MV Boucher', 'W Jaffer', 'V Kohli', 'B Akhil', 'Misbah-ul-Haq', 'R Dravid', 'Z Khan', 'A Kumble', 'P Kumar', 'CL White', 'JH Kallis', 'LRPL Taylor'}","{'S Sohal', 'U Kaul', 'K Goel', 'Gagandeep Singh', 'IK Pathan', 'S Sreesanth', 'JR Hopes', 'VRV Singh', 'TM Srivastava', 'DPMD Jayawardene', 'PP Chawla', 'SM Katich', 'B Lee', 'RR Powar', 'WA Mota', 'KC Sangakkara', 'Yuvraj Singh', 'SE Marsh', 'RR Sarwan', 'LA Pomersbach'}","{'PA Patel', 'P Amarnath', 'MEK Hussey', 'S Anirudha', 'M Ntini', 'A Mukund', 'MS Dhoni', 'SK Raina', 'JA Morkel', 'MS Gony', 'Joginder Sharma', 'S Badrinath', 'JDP Oram', 'ML Hayden', 'M Muralitharan', 'SP Fleming', 'L Balaji', 'S Vidyut', 'CK Kapugedera'}","{'Sohail Tanvir', 'GC Smith', 'SK Trivedi', 'MM Patel', 'M Rawat', 'SA Asnodkar', 'Younis Khan', 'Pankaj Singh', 'YK Pathan', 'RA Jadeja', 'T Kohli', 'M Kaif', 'D Salunkhe', 'AD Mascarenhas', 'DS Lehmann', 'SK Warne', 'SR Watson', 'Kamran Akmal', 'Niraj Patel'}","{'MF Maharoof', 'AB de Villiers', 'TM Dilshan', 'VY Mahesh', 'MK Tiwary', 'G Gambhir', 'Mohammad Asif', 'GD McGrath', 'PJ Sangwan', 'B Geeves', 'V Sehwag', 'R Bhatia', 'A Mishra', 'S Dhawan', 'Shoaib Malik', 'KD Karthik', 'DL Vettori'}","{'CRD Fernando', 'YV Takawale', 'DS Kulkarni', 'VS Yeligati', 'DJ Thornely', 'SD Chitnis', 'DR Smith', 'AM Nayar', 'PR Shah', 'RV Uthappa', 'A Nehra', 'L Ronchi', 'DJ Bravo', 'SM Pollock', 'MK Pandey', 'SR Tendulkar', 'AM Rahane', 'Harbhajan Singh', 'SS Tiwary', 'MA Khote', 'ST Jayasuriya', 'A Nel', 'RR Raje'}","{'A Symonds', 'Shahid Afridi', 'D Kalyankrishna', 'Y Venugopal Rao', 'HH Gibbs', 'SB Styris', 'RG Sharma', 'PM Sarvesh Kumar', 'DB Ravi Teja', 'PP Ojha', 'DP Vijaykumar', 'H Das', 'LPC Silva', 'AS Yadav', 'RP Singh', 'DNT Zoysa', 'VVS Laxman', 'SB Bangar', 'AC Gilchrist', 'WPUJC Vaas'}",set(),set(),set(),set(),set(),set(),set(),set()
2009,"{'A Chopra', 'MN van Wyk', 'MC Henriques', 'SS Sarkar', 'SS Shaikh', 'DJ Hussey', 'WP Saha', 'AD Mathews', 'LR Shukla', 'M Kartik', 'BAW Mendis', 'BB McCullum', 'AB Agarkar', 'Mashrafe Mortaza', 'AB Dinda', 'BJ Hodge', 'SC Ganguly', 'Anureet Singh', 'I Sharma', 'SB Bangar', 'AN Ghosh', 'CH Gayle', 'Yashpal Singh', 'CK Langeveldt'}","{'KP Appanna', 'D du Preez', 'DW Steyn', 'KV Sharma', 'JD Ryder', 'R Vinay Kumar', 'RE van der Merwe', 'R Bishnoi', 'RV Uthappa', 'Pankaj Singh', 'SP Goswami', 'MV Boucher', 'W Jaffer', 'V Kohli', 'B Akhil', 'MK Pandey', 'R Dravid', 'A Mithun', 'A Kumble', 'KP Pietersen', 'P Kumar', 'JH Kallis', 'LRPL Taylor'}","{'S Sohal', 'K Goel', 'YA Abdulla', 'IK Pathan', 'S Sreesanth', 'RR Bose', 'VS Malik', 'VRV Singh', 'TM Srivastava', 'RS Bopara', 'DPMD Jayawardene', 'PP Chawla', 'SM Katich', 'B Lee', 'T Kohli', 'RR Powar', 'WA Mota', 'KC Sangakkara', 'Yuvraj Singh', 'LA Pomersbach'}","{'PA Patel', 'M Vijay', 'T Thushara', 'M Muralitharan', 'Joginder Sharma', 'S Badrinath', 'MS Dhoni', 'L Balaji', 'SK Raina', 'SB Jakati', 'S Tyagi', 'JDP Oram', 'ML Hayden', 'R Ashwin', 'GJ Bailey', 'JA Morkel', 'A Flintoff', 'MS Gony'}","{'SM Harwood', 'GC Smith', 'SK Trivedi', 'A Singh', 'MM Patel', 'RJ Quiney', 'J Botha', 'SD Chitnis', 'PC Valthaty', 'M Rawat', 'SA Asnodkar', 'LA Carseldine', 'AS Raut', 'M Morkel', 'YK Pathan', 'RA Jadeja', 'Kamran Khan', 'T Henderson', 'AD Mascarenhas', 'SK Warne', 'NV Ojha', 'Niraj Patel'}","{'AB de Villiers', 'TM Dilshan', 'MK Tiwary', 'R Bhatia', 'AB McDonald', 'V Sehwag', 'A Nehra', 'M Manhas', 'A Mishra', 'DL Vettori', 'MF Maharoof', 'G Gambhir', 'PJ Sangwan', 'DA Warner', 'DP Nannes', 'AM Salvi', 'KD Karthik', 'VY Mahesh', 'Y Nagar'}","{'RA Shaikh', 'YV Takawale', 'JP Duminy', 'DS Kulkarni', 'S Dhawan', 'AM Nayar', 'PR Shah', 'L Ronchi', 'GR Napier', 'SL Malinga', 'C Nanda', 'DJ Bravo', 'SR Tendulkar', 'Harbhajan Singh', 'AM Rahane', 'Mohammad Ashraful', 'Z Khan', 'SS Tiwary', 'ST Jayasuriya', 'RR Raje'}","{'A Symonds', 'Y Venugopal Rao', 'FH Edwards', 'HH Gibbs', 'SB Styris', 'RG Sharma', 'DR Smith', 'DB Ravi Teja', 'PP Ojha', 'AA Bilakhia', 'Jaskaran Singh', 'Shoaib Ahmed', 'TL Suman', 'RP Singh', 'VVS Laxman', 'AC Gilchrist', 'Harmeet Singh', 'RJ Harris', 'WPUJC Vaas'}",set(),set(),set(),set(),set(),set(),set(),set()
2010,"{'MK Tiwary', 'RS Gavaskar', 'Mandeep Singh', 'CA Pujara', 'Iqbal Abdulla', 'OA Shah', 'DJ Hussey', 'WP Saha', 'AD Mathews', 'SE Bond', 'LR Shukla', 'JD Unadkat', 'M Kartik', 'BAW Mendis', 'BB McCullum', 'AB Agarkar', 'AB Dinda', 'MB Parmar', 'BJ Hodge', 'SC Ganguly', 'I Sharma', 'CH Gayle', 'CK Langeveldt'}","{'EJG Morgan', 'KP Appanna', 'DW Steyn', 'RE van der Merwe', 'R Vinay Kumar', 'RV Uthappa', 'Pankaj Singh', 'SP Goswami', 'MV Boucher', 'MK Pandey', 'V Kohli', 'B Akhil', 'R Dravid', 'A Mithun', 'ND Doshi', 'A Kumble', 'KP Pietersen', 'P Kumar', 'CL White', 'S Sriram', 'JH Kallis', 'LRPL Taylor'}","{'SJ Srivastava', 'L Ablish', 'K Goel', 'YA Abdulla', 'IK Pathan', 'S Sreesanth', 'VS Malik', 'VRV Singh', 'RS Bopara', 'RS Sodhi', 'DPMD Jayawardene', 'PP Chawla', 'Bipul Sharma', 'B Lee', 'J Theron', 'AB Barath', 'RR Powar', 'M Kaif', 'KC Sangakkara', 'Yuvraj Singh', 'SE Marsh', 'MS Bisla'}","{'PA Patel', 'C Ganapathy', 'MEK Hussey', 'S Anirudha', 'JM Kemp', 'MS Dhoni', 'SK Raina', 'GJ Bailey', 'JA Morkel', 'MS Gony', 'M Vijay', 'Joginder Sharma', 'S Badrinath', 'SB Jakati', 'S Tyagi', 'ML Hayden', 'KB Arun Karthik', 'R Ashwin', 'DE Bollinger', 'T Thushara', 'M Muralitharan', 'L Balaji', 'NLTC Perera'}","{'GC Smith', 'SK Trivedi', 'MM Patel', 'SW Tait', 'A Uniyal', 'P Dogra', 'SB Wagh', 'SA Asnodkar', 'AA Jhunjhunwala', 'AP Dole', 'S Narwal', 'AG Paunikar', 'AS Raut', 'M Morkel', 'YK Pathan', 'AJ Finch', 'DR Martyn', 'FY Fazal', 'AC Voges', 'Kamran Khan', 'AD Mascarenhas', 'MJ Lumb', 'SK Warne', 'SR Watson', 'NV Ojha'}","{'AB de Villiers', 'TM Dilshan', 'MC Henriques', 'PD Collingwood', 'R Bhatia', 'AB McDonald', 'KM Jadhav', 'S Ladda', 'UT Yadav', 'V Sehwag', 'A Nehra', 'M Manhas', 'A Mishra', 'DL Vettori', 'MF Maharoof', 'G Gambhir', 'PJ Sangwan', 'DA Warner', 'DP Nannes', 'KD Karthik', 'VY Mahesh', 'Y Nagar'}","{'CRD Fernando', 'R McLaren', 'JP Duminy', 'DS Kulkarni', 'C Madan', 'AG Murtaza', 'AP Tare', 'KA Pollard', 'S Dhawan', 'AT Rayudu', 'AM Nayar', 'AN Ahmed', 'SL Malinga', 'DJ Bravo', 'SR Tendulkar', 'Harbhajan Singh', 'Z Khan', 'STR Binny', 'SS Tiwary', 'R Sathish', 'ST Jayasuriya'}","{'A Symonds', 'MR Marsh', 'Y Venugopal Rao', 'HH Gibbs', 'RG Sharma', 'R Sharma', 'DR Smith', 'PP Ojha', 'AA Bilakhia', 'Jaskaran Singh', 'KAJ Roach', 'Anirudh Singh', 'MD Mishra', 'TL Suman', 'RP Singh', 'VVS Laxman', 'AC Gilchrist', 'Harmeet Singh', 'B Sumanth', 'RJ Harris', 'WPUJC Vaas'}",set(),set(),set(),set(),set(),set(),set(),set()
2011,"{'YK Pathan', 'BJ Haddin', 'S Ladda', 'EJG Morgan', 'MK Tiwary', 'LR Shukla', 'SP Goswami', 'MV Boucher', 'L Balaji', 'G Gambhir', 'RN ten Doeschate', 'B Lee', 'JD Unadkat', 'MS Bisla', 'Shakib Al Hasan', 'R Bhatia', 'JH Kallis', 'Iqbal Abdulla'}","{'J Syed Mohammad', 'AB de Villiers', 'TM Dilshan', 'MA Agarwal', 'CA Pujara', 'R Ninan', 'S Aravind', 'AA Kazi', 'DL Vettori', 'AUK Pathan', 'V Kohli', 'A Mithun', 'KB Arun Karthik', 'M Kaif', 'DP Nannes', 'Z Khan', 'JJ van der Wath', 'SS Tiwary', 'CH Gayle', 'CK Langeveldt', 'LA Pomersbach'}","{'SJ Srivastava', 'R McLaren', 'BA Bhatt', 'Mandeep Singh', 'L Ablish', 'DJ Hussey', 'SD Chitnis', 'PC Valthaty', 'AM Nayar', 'VS Malik', 'PP Chawla', 'Bipul Sharma', 'KD Karthik', 'NJ Rimmington', 'AC Gilchrist', 'SE Marsh', 'P Kumar', 'RJ Harris', 'Sunny Singh'}","{'KMDN Kulasekara', 'DE Bollinger', 'M Vijay', 'MEK Hussey', 'WP Saha', 'S Anirudha', 'S Randiv', 'S Badrinath', 'MS Dhoni', 'Joginder Sharma', 'TG Southee', 'DJ Bravo', 'SK Raina', 'SB Jakati', 'R Ashwin', 'SB Styris', 'JA Morkel'}","{'AL Menaria', 'SK Trivedi', 'A Singh', 'SW Tait', 'J Botha', 'SA Asnodkar', 'PR Shah', 'AG Paunikar', 'Pankaj Singh', 'AS Raut', 'FY Fazal', 'JDP Oram', 'R Dravid', 'AM Rahane', 'STR Binny', 'DH Yagnik', 'ND Doshi', 'SK Warne', 'AA Chavan', 'SR Watson', 'LRPL Taylor'}","{'Y Venugopal Rao', 'MS Wade', 'CA Ingram', 'TR Birt', 'AB McDonald', 'IK Pathan', 'RE van der Merwe', 'JR Hopes', 'UT Yadav', 'V Sehwag', 'AB Agarkar', 'AJ Finch', 'M Morkel', 'AB Dinda', 'S Nadeem', 'DA Warner', 'AM Salvi', 'UBT Chand', 'NV Ojha', 'VR Aaron', 'S Sriram', 'Y Nagar'}","{'A Symonds', 'SL Malinga', 'DJ Jacobs', 'DS Kulkarni', 'R Sathish', 'TL Suman', 'SR Tendulkar', 'AG Murtaza', 'RG Sharma', 'RW Price', 'MM Patel', 'AC Blizzard', 'KA Pollard', 'JEC Franklin', 'Harbhajan Singh', 'AT Rayudu', 'AN Ahmed'}","{'DW Steyn', 'I Sharma', 'MJ Lumb', 'JP Duminy', 'Anand Rajan', 'KC Sangakkara', 'Harmeet Singh', 'S Sohal', 'IR Jaggi', 'DT Christian', 'DB Ravi Teja', 'PP Ojha', 'I Malhotra', 'CL White', 'A Mishra', 'B Chipli', 'S Dhawan', 'MS Gony'}","{'PA Patel', 'OA Shah', 'KM Jadhav', 'S Sreesanth', 'R Vinay Kumar', 'P Parameswaran', 'RV Gomez', 'BB McCullum', 'DPMD Jayawardene', 'BJ Hodge', 'M Klinger', 'B Akhil', 'RA Jadeja', 'RR Powar', 'RP Singh', 'M Muralitharan', 'VVS Laxman', 'Y Gnaneswara Rao', 'NLTC Perera', 'P Prasanth'}","{'MR Marsh', 'GC Smith', 'Harpreet Singh', 'B Kumar', 'TD Paine', 'NL McCullum', 'JD Ryder', 'R Sharma', 'SB Wagh', 'M Kartik', 'RV Uthappa', 'AA Jhunjhunwala', 'S Rana', 'M Manhas', 'CJ Ferguson', 'JE Taylor', 'MK Pandey', 'AC Thomas', 'Kamran Khan', 'WD Parnell', 'MD Mishra', 'SC Ganguly', 'Yuvraj Singh'}","{'JP Faulkner', 'MR Marsh', 'R Sharma', 'Yuvraj Singh', 'AC Thomas', 'SS Mundhe'}",set(),set(),set(),set(),set()
2012,"{'JH Kallis', 'SP Narine', 'YK Pathan', 'LR Shukla', 'MK Tiwary', 'G Gambhir', 'B Lee', 'L Balaji', 'RN ten Doeschate', 'M de Lange', 'JD Unadkat', 'MS Bisla', 'PJ Sangwan', 'Shakib Al Hasan', 'R Bhatia', 'BB McCullum', 'DB Das', 'Iqbal Abdulla'}","{'J Syed Mohammad', 'AB de Villiers', 'TM Dilshan', 'KP Appanna', 'MA Agarwal', 'CA Pujara', 'AB McDonald', 'R Vinay Kumar', 'RR Bhatkal', 'S Aravind', 'P Parameswaran', 'DL Vettori', 'AUK Pathan', 'V Kohli', 'A Mithun', 'M Kaif', 'Z Khan', 'M Muralitharan', 'SS Tiwary', 'HV Patel', 'CH Gayle'}","{'JP Faulkner', 'BA Bhatt', 'Mandeep Singh', 'Azhar Mahmood', 'N Saini', 'DJ Hussey', 'SD Chitnis', 'PC Valthaty', 'AM Nayar', 'P Dogra', 'DA Miller', 'PP Chawla', 'Bipul Sharma', 'RR Powar', 'AD Mascarenhas', 'AC Gilchrist', 'P Awana', 'Harmeet Singh', 'SE Marsh', 'Gurkeerat Singh', 'P Kumar', 'RJ Harris'}","{'KMDN Kulasekara', 'DE Bollinger', 'M Vijay', 'WP Saha', 'MEK Hussey', 'S Anirudha', 'S Badrinath', 'MS Dhoni', 'VY Mahesh', 'DJ Bravo', 'BW Hilfenhaus', 'RA Jadeja', 'F du Plessis', 'SK Raina', 'SB Jakati', 'R Ashwin', 'JA Morkel'}","{'STR Binny', 'AL Menaria', 'SP Goswami', 'DH Yagnik', 'SK Trivedi', 'BJ Hodge', 'AA Chavan', 'SR Watson', 'A Singh', 'A Chandila', 'SW Tait', 'GB Hogg', 'R Dravid', 'Pankaj Singh', 'AM Rahane', 'KK Cooper', 'OA Shah', 'J Botha'}","{'Y Venugopal Rao', 'Sunny Gupta', 'P Negi', 'IK Pathan', 'RE van der Merwe', 'UT Yadav', 'V Sehwag', 'AD Russell', 'AB Agarkar', 'DPMD Jayawardene', 'M Morkel', 'AJ Finch', 'S Nadeem', 'DAJ Bracewell', 'DA Warner', 'UBT Chand', 'KP Pietersen', 'NV Ojha', 'GJ Maxwell', 'VR Aaron', 'LRPL Taylor', 'Y Nagar'}","{'DS Kulkarni', 'MM Patel', 'KA Pollard', 'HH Gibbs', 'RG Sharma', 'JEC Franklin', 'AT Rayudu', 'RJ Peterson', 'R Shukla', 'DR Smith', 'PP Ojha', 'AC Blizzard', 'AN Ahmed', 'SL Malinga', 'RE Levi', 'SR Tendulkar', 'Harbhajan Singh', 'SA Yadav', 'TL Suman', 'KD Karthik', 'RP Singh', 'DJ Jacobs', 'NLTC Perera', 'CJ McKay'}","{'PA Patel', 'JP Duminy', 'DT Christian', 'IR Jaggi', 'B Chipli', 'S Dhawan', 'DW Steyn', 'BB Samantray', 'AA Jhunjhunwala', 'DB Ravi Teja', 'A Mishra', 'MS Gony', 'TP Sudhindra', 'Anand Rajan', 'V Pratap Singh', 'J Theron', 'DJ Harris', 'A Ashish Reddy', 'PA Reddy', 'KC Sangakkara', 'CA Lynn', 'CL White', 'Ankit Sharma'}",set(),"{'SPD Smith', 'MJ Clarke', 'AG Murtaza', 'Harpreet Singh', 'MN Samuels', 'B Kumar', 'AD Mathews', 'JD Ryder', 'R Sharma', 'RV Uthappa', 'M Kartik', 'A Nehra', 'M Manhas', 'CJ Ferguson', 'AB Dinda', 'AP Majumdar', 'MK Pandey', 'AC Thomas', 'K Upadhyay', 'LJ Wright', 'WD Parnell', 'MD Mishra', 'SC Ganguly'}",set(),set(),set(),set(),set(),set()
2013,"{'SP Narine', 'R McLaren', 'EJG Morgan', 'MK Tiwary', 'R Bhatia', 'SMSM Senanayake', 'Iqbal Abdulla', 'Mohammed Shami', 'S Ladda', 'LR Shukla', 'P Dogra', 'RN ten Doeschate', 'S Narwal', 'BB McCullum', 'DB Das', 'YK Pathan', 'G Gambhir', 'B Lee', 'PJ Sangwan', 'L Balaji', 'MS Bisla', 'JH Kallis'}","{'J Syed Mohammad', 'AB de Villiers', 'TM Dilshan', 'R Rampaul', 'MC Henriques', 'DT Christian', 'MA Agarwal', 'CA Pujara', 'A Mukund', 'AB McDonald', 'KK Nair', 'R Vinay Kumar', 'JD Unadkat', 'M Kartik', 'V Kohli', 'KL Rahul', 'A Mithun', 'KB Arun Karthik', 'Z Khan', 'RP Singh', 'M Muralitharan', 'SS Tiwary', 'CH Gayle'}","{'M Vohra', 'BA Bhatt', 'Mandeep Singh', 'Azhar Mahmood', 'DJ Hussey', 'PC Valthaty', 'DA Miller', 'MS Gony', 'PP Chawla', 'Bipul Sharma', 'AD Mascarenhas', 'Sandeep Sharma', 'R Sathish', 'P Awana', 'AC Gilchrist', 'Harmeet Singh', 'SE Marsh', 'MG Neser', 'Gurkeerat Singh', 'P Kumar', 'RJ Harris', 'LA Pomersbach'}","{'AS Rajpoot', 'M Vijay', 'MEK Hussey', 'WP Saha', 'S Anirudha', 'MM Sharma', 'S Badrinath', 'MS Dhoni', 'JO Holder', 'DJ Bravo', 'RA Jadeja', 'SK Raina', 'JA Morkel', 'R Ashwin', 'DP Nannes', 'B Laughlin', 'CH Morris'}","{'JP Faulkner', 'AL Menaria', 'SK Trivedi', 'SW Tait', 'PV Tambe', 'GB Hogg', 'S Badree', 'A Chandila', 'OA Shah', 'SV Samson', 'S Sreesanth', 'R Shukla', 'VS Malik', 'BJ Hodge', 'R Dravid', 'AM Rahane', 'KK Cooper', 'Sachin Baby', 'STR Binny', 'MDKJ Perera', 'DH Yagnik', 'AA Chavan', 'SR Watson', 'Harmeet Singh (2)'}","{'CM Gautam', 'P Negi', 'B Chipli', 'BJ Rohrer', 'J Botha', 'IK Pathan', 'KM Jadhav', 'RE van der Merwe', 'UT Yadav', 'A Nehra', 'V Sehwag', 'AD Russell', 'AB Agarkar', 'DPMD Jayawardene', 'M Morkel', 'S Nadeem', 'MC Juneja', 'S Kaul', 'DA Warner', 'BMAJ Mendis', 'UBT Chand', 'NV Ojha'}","{'R Dhawan', 'DS Kulkarni', 'MM Patel', 'AP Tare', 'KA Pollard', 'RG Sharma', 'AT Rayudu', 'DR Smith', 'RT Ponting', 'PP Ojha', 'NM Coulter-Nile', 'AN Ahmed', 'YS Chahal', 'SL Malinga', 'SR Tendulkar', 'MG Johnson', 'JDP Oram', 'Harbhajan Singh', 'KD Karthik', 'JJ Bumrah', 'GJ Maxwell', 'P Suyal'}",set(),set(),"{'MR Marsh', 'KW Richardson', 'SPD Smith', 'AG Murtaza', 'IC Pandey', 'MN Samuels', 'B Kumar', 'AD Mathews', 'R Sharma', 'AM Nayar', 'M Rawat', 'RV Uthappa', 'BAW Mendis', 'M Manhas', 'RV Gomez', 'AJ Finch', 'AB Dinda', 'UA Birla', 'MK Pandey', 'K Upadhyay', 'LJ Wright', 'WD Parnell', 'Parvez Rasool', 'TL Suman', 'Yuvraj Singh', 'LRPL Taylor'}",set(),"{'PA Patel', 'S Dhawan', 'GH Vihari', 'DW Steyn', 'KV Sharma', 'BB Samantray', 'DB Ravi Teja', 'Q de Kock', 'A Mishra', 'X Thalaivan Sargunam', 'Anand Rajan', 'A Ashish Reddy', 'PA Reddy', 'I Sharma', 'KC Sangakkara', 'NLTC Perera', 'CL White', 'DJG Sammy', 'Ankit Sharma'}",set(),set(),set(),set()
2014,"{'PJ Cummins', 'PP Chawla', 'M Morkel', 'SP Narine', 'YK Pathan', 'R Vinay Kumar', 'G Gambhir', 'MK Pandey', 'UT Yadav', 'RN ten Doeschate', 'CA Lynn', 'RV Uthappa', 'MS Bisla', 'Shakib Al Hasan', 'AD Russell', 'JH Kallis', 'SA Yadav'}","{'PA Patel', 'YV Takawale', 'AB de Villiers', 'R Rampaul', 'RR Rossouw', 'S Rana', 'JA Morkel', 'AN Ahmed', 'YS Chahal', 'AB Dinda', 'NJ Maddinson', 'V Kohli', 'SB Jakati', 'MA Starc', 'VH Zol', 'M Muralitharan', 'Yuvraj Singh', 'HV Patel', 'CH Gayle', 'VR Aaron'}","{'R Dhawan', 'AR Patel', 'M Vohra', 'BE Hendricks', 'Mandeep Singh', 'CA Pujara', 'WP Saha', 'M Kartik', 'V Sehwag', 'GJ Bailey', 'DA Miller', 'MG Johnson', 'Sandeep Sharma', 'Karanveer Singh', 'P Awana', 'L Balaji', 'SE Marsh', 'GJ Maxwell', 'Shivam Sharma'}","{'DJ Hussey', 'MM Sharma', 'MS Dhoni', 'DR Smith', 'DJ Bravo', 'S Badree', 'IC Pandey', 'BW Hilfenhaus', 'RA Jadeja', 'V Shankar', 'JW Hastings', 'F du Plessis', 'A Nehra', 'SK Raina', 'M Manhas', 'P Negi', 'R Ashwin', 'BB McCullum'}","{'JP Faulkner', 'KW Richardson', 'DS Kulkarni', 'SPD Smith', 'PV Tambe', 'R Bhatia', 'Iqbal Abdulla', 'SV Samson', 'KK Nair', 'AM Nayar', 'TG Southee', 'VS Malik', 'R Tewatia', 'BJ Hodge', 'AM Rahane', 'KK Cooper', 'STR Binny', 'DH Yagnik', 'UBT Chand', 'BCJ Cutting', 'SR Watson', 'Ankit Sharma'}","{'JP Duminy', 'MK Tiwary', 'MA Agarwal', 'Mohammed Shami', 'KM Jadhav', 'LR Shukla', 'R Shukla', 'R Sharma', 'Imran Tahir', 'JD Unadkat', 'Q de Kock', 'NM Coulter-Nile', 'JDS Neesham', 'M Vijay', 'S Nadeem', 'S Kaul', 'WD Parnell', 'KD Karthik', 'KP Pietersen', 'LRPL Taylor'}","{'MEK Hussey', 'CM Gautam', 'K Santokie', 'AP Tare', 'BR Dunk', 'KA Pollard', 'RG Sharma', 'AT Rayudu', 'PP Ojha', 'S Gopal', 'SL Malinga', 'CJ Anderson', 'M de Lange', 'LMP Simmons', 'Harbhajan Singh', 'Z Khan', 'JJ Bumrah', 'P Kumar', 'P Suyal'}",set(),set(),set(),set(),"{'IK Pathan', 'DW Steyn', 'AJ Finch', 'I Sharma', 'KV Sharma', 'S Anirudha', 'MC Henriques', 'JO Holder', 'Y Venugopal Rao', 'A Mishra', 'KL Rahul', 'NV Ojha', 'Parvez Rasool', 'DJG Sammy', 'B Kumar', 'DA Warner', 'S Dhawan'}",set(),set(),set(),set()
2015,"{'PJ Cummins', 'M Morkel', 'SP Narine', 'PP Chawla', 'YK Pathan', 'KC Cariappa', 'MK Pandey', 'G Gambhir', 'UT Yadav', 'RN ten Doeschate', 'RV Uthappa', 'Azhar Mahmood', 'Shakib Al Hasan', 'GB Hogg', 'AD Russell', 'SA Yadav', 'J Botha'}","{'AB de Villiers', 'RR Rossouw', 'Mandeep Singh', 'Iqbal Abdulla', 'S Aravind', 'D Wiese', 'SN Khan', 'AN Ahmed', 'YS Chahal', 'AB Dinda', 'NJ Maddinson', 'SA Abbott', 'V Kohli', 'MA Starc', 'KD Karthik', 'HV Patel', 'CH Gayle', 'MS Bisla', 'VR Aaron', 'DJG Sammy'}","{'R Dhawan', 'AR Patel', 'M Vohra', 'BE Hendricks', 'WP Saha', 'V Sehwag', 'GJ Bailey', 'DA Miller', 'M Vijay', 'SN Thakur', 'MG Johnson', 'Anureet Singh', 'Sandeep Sharma', 'Karanveer Singh', 'SE Marsh', 'NLTC Perera', 'Gurkeerat Singh', 'GJ Maxwell', 'Shivam Sharma'}","{'RG More', 'MEK Hussey', 'MM Sharma', 'DR Smith', 'MS Dhoni', 'DJ Bravo', 'R Ashwin', 'RA Jadeja', 'F du Plessis', 'SK Raina', 'A Nehra', 'P Negi', 'IC Pandey', 'BB McCullum'}","{'SV Samson', 'BB Sran', 'STR Binny', 'JP Faulkner', 'KK Nair', 'DS Kulkarni', 'SPD Smith', 'TG Southee', 'DJ Hooda', 'SR Watson', 'J Theron', 'PV Tambe', 'R Tewatia', 'R Bhatia', 'Ankit Sharma', 'AM Rahane', 'CH Morris'}","{'JP Duminy', 'MK Tiwary', 'CM Gautam', 'MA Agarwal', 'SS Iyer', 'KM Jadhav', 'AD Mathews', 'Imran Tahir', 'DJ Muthuswami', 'JD Unadkat', 'Q de Kock', 'NM Coulter-Nile', 'GS Sandhu', 'A Mishra', 'JA Morkel', 'S Nadeem', 'Z Khan', 'J Yadav', 'SS Tiwary', 'Yuvraj Singh'}","{'PA Patel', 'AP Tare', 'KA Pollard', 'RG Sharma', 'AT Rayudu', 'R Vinay Kumar', 'PP Ojha', 'S Gopal', 'J Suchith', 'AJ Finch', 'SL Malinga', 'CJ Anderson', 'M de Lange', 'LMP Simmons', 'Harbhajan Singh', 'JJ Bumrah', 'UBT Chand', 'HH Pandya', 'MJ McClenaghan', 'P Suyal'}",set(),set(),set(),"{'JP Faulkner', 'STR Binny', 'DS Kulkarni', 'TG Southee', 'SR Watson', 'PV Tambe'}","{'DW Steyn', 'KV Sharma', 'I Sharma', 'GH Vihari', 'EJG Morgan', 'MC Henriques', 'TA Boult', 'Bipul Sharma', 'KS Williamson', 'KL Rahul', 'NV Ojha', 'RS Bopara', 'P Kumar', 'Parvez Rasool', 'B Kumar', 'DA Warner', 'S Dhawan', 'A Ashish Reddy'}",set(),set(),set(),set()
