,id,city,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,umpire1,umpire2,yr,team1_points,team2_points
163,419161,Kolkata,M Kartik,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Kolkata Knight Riders,wickets,9.0,BG Jerling,RE Koertzen,2010,1599.0,2020.5
164,419162,Mumbai,KA Pollard,Dr DY Patil Sports Academy,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,35.0,BR Doctrove,RB Tiffin,2010,2011.0,2020.5
165,419163,Mumbai,DE Bollinger,Dr DY Patil Sports Academy,0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,38.0,BR Doctrove,RB Tiffin,2010,2108.5,2004.5
166,419164,Mumbai,A Kumble,Dr DY Patil Sports Academy,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,9.0,RE Koertzen,SJA Taufel,2010,2011.0,2004.5
167,419165,Mumbai,SK Raina,Dr DY Patil Sports Academy,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,22.0,RE Koertzen,SJA Taufel,2010,2108.5,2020.5
168,501198,Chennai,S Anirudha,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,2.0,BR Doctrove,PR Reiffel,2011,1955.5,1700.0
169,501199,Hyderabad,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,RE Koertzen,SK Tarapore,2011,1757.0,1371.5
170,501200,Kochi,AB de Villiers,Nehru Stadium,0,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,wickets,6.0,HDPK Dharmasena,K Hariharan,2011,1585.5,2022.5
171,501201,Delhi,SL Malinga,Feroz Shah Kotla,0,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians,wickets,8.0,AM Saheba,RB Tiffin,2011,1623.5,1961.5
172,501202,Mumbai,SB Wagh,Dr DY Patil Sports Academy,0,Pune Warriors,Kings XI Punjab,Kings XI Punjab,bat,Pune Warriors,wickets,7.0,BR Doctrove,PR Reiffel,2011,1595.0,1801.5
173,501203,Kolkata,JH Kallis,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,9.0,RE Koertzen,SK Tarapore,2011,1700.0,1757.0
174,501204,Jaipur,SK Warne,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Rajasthan Royals,wickets,6.0,Aleem Dar,RB Tiffin,2011,1371.5,1623.5
175,501205,Bangalore,SR Tendulkar,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,HDPK Dharmasena,AL Hill,2011,2022.5,1961.5
176,501206,Chandigarh,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,Asad Rauf,SL Shastri,2011,1801.5,1955.5
177,501207,Mumbai,MD Mishra,Dr DY Patil Sports Academy,0,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Pune Warriors,wickets,4.0,S Asnani,PR Reiffel,2011,1595.0,1585.5
178,501208,Hyderabad,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,33.0,RE Koertzen,S Ravi,2011,1757.0,2022.5
179,501209,Jaipur,G Gambhir,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,Aleem Dar,SS Hazare,2011,1371.5,1700.0
180,501210,Mumbai,BB McCullum,Wankhede Stadium,0,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8.0,BR Doctrove,PR Reiffel,2011,1961.5,1585.5
181,501211,Chennai,MEK Hussey,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,21.0,HDPK Dharmasena,AL Hill,2011,1955.5,2022.5
182,501212,Hyderabad,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,8.0,RE Koertzen,S Ravi,2011,1757.0,1801.5
183,501213,Mumbai,Yuvraj Singh,Dr DY Patil Sports Academy,0,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,3.0,Asad Rauf,AM Saheba,2011,1595.0,1623.5
184,501214,Kolkata,L Balaji,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,Aleem Dar,RB Tiffin,2011,1700.0,1371.5
185,501216,Delhi,S Sohal,Feroz Shah Kotla,0,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,16.0,PR Reiffel,RJ Tucker,2011,1623.5,1757.0
186,501218,Mumbai,MM Patel,Wankhede Stadium,0,Mumbai Indians,Pune Warriors,Pune Warriors,bat,Mumbai Indians,wickets,7.0,Asad Rauf,AM Saheba,2011,1961.5,1595.0
187,501219,Kolkata,DPMD Jayawardene,Eden Gardens,0,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,Kochi Tuskers Kerala,runs,6.0,Aleem Dar,RB Tiffin,2011,1700.0,1585.5
188,501220,Chandigarh,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,48.0,S Asnani,PR Reiffel,2011,1801.5,1371.5
189,501221,Mumbai,Harbhajan Singh,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,8.0,Asad Rauf,AM Saheba,2011,1961.5,1955.5
190,501222,Kolkata,CH Gayle,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,SS Hazare,RB Tiffin,2011,1700.0,2022.5
191,501223,Delhi,DA Warner,Feroz Shah Kotla,0,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Delhi Daredevils,runs,29.0,S Asnani,RE Koertzen,2011,1623.5,1801.5
192,501224,Hyderabad,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,37.0,HDPK Dharmasena,AL Hill,2011,1757.0,1961.5
193,501225,Jaipur,SK Warne,Sawai Mansingh Stadium,0,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,BR Doctrove,SK Tarapore,2011,1371.5,1585.5
194,501226,Chennai,MEK Hussey,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,runs,25.0,Aleem Dar,RB Tiffin,2011,1955.5,1595.0
195,501227,Delhi,V Kohli,Feroz Shah Kotla,0,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,3.0,S Asnani,RJ Tucker,2011,1623.5,2022.5
196,501228,Mumbai,DE Bollinger,Dr DY Patil Sports Academy,0,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Chennai Super Kings,wickets,8.0,Asad Rauf,SL Shastri,2011,1595.0,1955.5
197,501229,Kochi,I Sharma,Nehru Stadium,0,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,Deccan Chargers,runs,55.0,HDPK Dharmasena,AL Hill,2011,1585.5,1757.0
198,501230,Delhi,MK Tiwary,Feroz Shah Kotla,0,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,Kolkata Knight Riders,runs,17.0,PR Reiffel,RJ Tucker,2011,1623.5,1700.0
199,501231,Jaipur,J Botha,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,Asad Rauf,SK Tarapore,2011,1371.5,1961.5
200,501232,Bangalore,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,runs,26.0,Aleem Dar,SS Hazare,2011,2022.5,1595.0
201,501233,Kochi,V Sehwag,Nehru Stadium,0,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,bat,Delhi Daredevils,runs,38.0,HDPK Dharmasena,AL Hill,2011,1585.5,1623.5
202,501234,Kolkata,Iqbal Abdulla,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,AM Saheba,SL Shastri,2011,1700.0,1801.5
203,501235,Jaipur,LRPL Taylor,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,SK Tarapore,SJA Taufel,2011,1371.5,1595.0
204,501236,Chennai,JA Morkel,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,19.0,Aleem Dar,RB Tiffin,2011,1955.5,1757.0
205,501237,Mumbai,KA Pollard,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,runs,23.0,HDPK Dharmasena,PR Reiffel,2011,1961.5,1801.5
206,501238,Delhi,P Parameswaran,Feroz Shah Kotla,0,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,7.0,Asad Rauf,SL Shastri,2011,1623.5,1585.5
207,501239,Hyderabad,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,20.0,S Asnani,RJ Tucker,2011,1757.0,1700.0
208,501240,Chennai,MEK Hussey,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,8.0,SS Hazare,RB Tiffin,2011,1955.5,1371.5
209,501241,Mumbai,R Sharma,Dr DY Patil Sports Academy,0,Pune Warriors,Mumbai Indians,Pune Warriors,field,Mumbai Indians,runs,21.0,HDPK Dharmasena,SJA Taufel,2011,1595.0,1961.5
210,501242,Kochi,BJ Hodge,Nehru Stadium,0,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,Kochi Tuskers Kerala,runs,17.0,S Ravi,RJ Tucker,2011,1585.5,1700.0
211,501243,Hyderabad,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,4.0,Asad Rauf,AM Saheba,2011,1757.0,1623.5
212,501244,Bangalore,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,runs,85.0,Aleem Dar,RB Tiffin,2011,2022.5,1801.5
213,501246,Mumbai,AT Rayudu,Wankhede Stadium,0,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,runs,32.0,K Hariharan,SJA Taufel,2011,1961.5,1623.5
214,501247,Bangalore,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,wickets,9.0,Aleem Dar,SS Hazare,2011,2022.5,1585.5
215,501248,Chandigarh,R Sharma,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Pune Warriors,wickets,5.0,SK Tarapore,RJ Tucker,2011,1801.5,1595.0
216,501249,Jaipur,M Vijay,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,63.0,K Hariharan,SJA Taufel,2011,1371.5,1955.5
217,501250,Hyderabad,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Pune Warriors,wickets,6.0,Asad Rauf,AM Saheba,2011,1757.0,1595.0
218,501251,Chandigarh,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,76.0,SK Tarapore,RJ Tucker,2011,1801.5,1961.5
219,501252,Jaipur,S Aravind,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,HDPK Dharmasena,K Hariharan,2011,1371.5,2022.5
220,501253,Chennai,MS Dhoni,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,runs,18.0,AM Saheba,SL Shastri,2011,1955.5,1623.5
221,501254,Indore,KD Karthik,Holkar Cricket Stadium,0,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,S Asnani,RJ Tucker,2011,1585.5,1801.5
222,501256,Mumbai,A Mishra,Wankhede Stadium,0,Mumbai Indians,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,10.0,S Ravi,SK Tarapore,2011,1961.5,1757.0
223,501257,Dharamsala,PP Chawla,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab,runs,29.0,Asad Rauf,SL Shastri,2011,1801.5,1623.5
224,501258,Indore,BJ Hodge,Holkar Cricket Stadium,0,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8.0,PR Reiffel,RJ Tucker,2011,1585.5,1371.5
225,501259,Mumbai,A Mishra,Dr DY Patil Sports Academy,0,Pune Warriors,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,S Ravi,SK Tarapore,2011,1595.0,1757.0
226,501260,Dharamsala,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Kings XI Punjab,runs,111.0,Asad Rauf,AM Saheba,2011,1801.5,2022.5
227,501261,Chennai,WP Saha,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Chennai Super Kings,runs,11.0,HDPK Dharmasena,RE Koertzen,2011,1955.5,1585.5
228,501262,Mumbai,YK Pathan,Dr DY Patil Sports Academy,0,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,S Ravi,SJA Taufel,2011,1595.0,1700.0
229,501263,Mumbai,SR Watson,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,10.0,RE Koertzen,PR Reiffel,2011,1961.5,1371.5
230,501264,Dharamsala,S Dhawan,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Deccan Chargers,runs,82.0,Asad Rauf,AM Saheba,2011,1801.5,1757.0
231,501266,Bangalore,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,K Hariharan,RE Koertzen,2011,2022.5,1955.5
232,501267,Kolkata,JEC Franklin,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,SK Tarapore,SJA Taufel,2011,1700.0,1961.5
233,501268,Mumbai,SK Raina,Wankhede Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,Asad Rauf,SJA Taufel,2011,2022.5,1955.5
234,501269,Mumbai,MM Patel,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,4.0,Asad Rauf,SJA Taufel,2011,1961.5,1700.0
235,501270,Chennai,CH Gayle,"MA Chidambaram Stadium, Chepauk",0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,43.0,Asad Rauf,SJA Taufel,2011,2022.5,1961.5
236,501271,Chennai,M Vijay,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,58.0,Asad Rauf,SJA Taufel,2011,1955.5,2022.5
237,548306,Chennai,RE Levi,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,JD Cloete,SJA Taufel,2012,2197.5,2109.0
238,548307,Kolkata,IK Pathan,Eden Gardens,0,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,8.0,S Asnani,HDPK Dharmasena,2012,2042.0,2190.5
239,548308,Mumbai,SPD Smith,Wankhede Stadium,0,Mumbai Indians,Pune Warriors,Mumbai Indians,field,Pune Warriors,runs,28.0,AK Chaudhary,SJA Taufel,2012,2109.0,1714.0
240,548309,Jaipur,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,runs,31.0,BF Bowden,SK Tarapore,2012,1981.0,1942.0
241,548310,Bangalore,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore,runs,20.0,S Asnani,S Ravi,2012,1944.0,2190.5
242,548311,Visakhapatnam,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,Chennai Super Kings,runs,74.0,JD Cloete,HDPK Dharmasena,2012,1773.5,2197.5
243,548312,Jaipur,BJ Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,22.0,BF Bowden,VA Kulkarni,2012,1981.0,2042.0
244,548313,Pune,MN Samuels,Subrata Roy Sahara Stadium,0,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Pune Warriors,runs,22.0,S Das,SJA Taufel,2012,1714.0,1942.0
245,548314,Visakhapatnam,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Mumbai Indians,wickets,5.0,AK Chaudhary,JD Cloete,2012,1773.5,2109.0
246,548315,Bangalore,L Balaji,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,42.0,S Ravi,RJ Tucker,2012,1944.0,2042.0
247,548316,Delhi,M Morkel,Feroz Shah Kotla,0,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Delhi Daredevils,wickets,8.0,Asad Rauf,SK Tarapore,2012,2190.5,2197.5
248,548317,Mumbai,KA Pollard,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,27.0,Aleem Dar,BNJ Oxenford,2012,2109.0,1981.0
249,548318,Chennai,F du Plessis,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,5.0,HDPK Dharmasena,RJ Tucker,2012,2197.5,1944.0
250,548319,Chandigarh,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,VA Kulkarni,SK Tarapore,2012,1942.0,1714.0
251,548320,Kolkata,Shakib Al Hasan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,5.0,Asad Rauf,S Asnani,2012,2042.0,1981.0
252,548321,Delhi,KP Pietersen,Feroz Shah Kotla,0,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,Delhi Daredevils,wickets,5.0,BF Bowden,SK Tarapore,2012,2190.5,1773.5
253,548322,Pune,JD Ryder,Subrata Roy Sahara Stadium,0,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Pune Warriors,wickets,7.0,Aleem Dar,BNJ Oxenford,2012,1714.0,2197.5
254,548323,Kolkata,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,2.0,Asad Rauf,S Asnani,2012,2042.0,1942.0
255,548324,Bangalore,AM Rahane,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,59.0,JD Cloete,RJ Tucker,2012,1944.0,1981.0
256,548325,Mumbai,S Nadeem,Wankhede Stadium,0,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,7.0,BF Bowden,SK Tarapore,2012,2109.0,2190.5
257,548326,Jaipur,BJ Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,5.0,Aleem Dar,BNJ Oxenford,2012,1981.0,1773.5
258,548327,Bangalore,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,bat,Royal Challengers Bangalore,wickets,6.0,S Asnani,S Das,2012,1944.0,1714.0
259,548328,Chandigarh,G Gambhir,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,8.0,JD Cloete,RJ Tucker,2012,1942.0,2042.0
260,548329,Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,wickets,9.0,JD Cloete,SJA Taufel,2012,1773.5,2190.5
261,548330,Chennai,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Chennai Super Kings,runs,13.0,Asad Rauf,S Das,2012,2197.5,1714.0
262,548331,Chandigarh,CH Gayle,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,S Ravi,RJ Tucker,2012,1942.0,1944.0
263,548332,Chennai,F du Plessis,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,Aleem Dar,BNJ Oxenford,2012,2197.5,1981.0
264,548333,Delhi,SC Ganguly,Feroz Shah Kotla,0,Delhi Daredevils,Pune Warriors,Delhi Daredevils,field,Pune Warriors,runs,20.0,Asad Rauf,S Das,2012,2190.5,1714.0
265,548334,Mumbai,SE Marsh,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,6.0,S Ravi,RJ Tucker,2012,2109.0,1942.0
266,548335,Cuttack,B Lee,Barabati Stadium,0,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,BF Bowden,SK Tarapore,2012,1773.5,2042.0
267,548336,Jaipur,AB de Villiers,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,runs,46.0,Asad Rauf,S Asnani,2012,1981.0,1944.0
268,548337,Pune,V Sehwag,Subrata Roy Sahara Stadium,0,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Delhi Daredevils,wickets,8.0,S Ravi,RJ Tucker,2012,1714.0,2190.5
269,548339,Chandigarh,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,4.0,Aleem Dar,BNJ Oxenford,2012,1942.0,2109.0
270,548341,Pune,CL White,Subrata Roy Sahara Stadium,0,Pune Warriors,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,18.0,S Ravi,RJ Tucker,2012,1714.0,1773.5
271,548342,Delhi,V Sehwag,Feroz Shah Kotla,0,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,runs,37.0,Aleem Dar,BNJ Oxenford,2012,2190.5,2109.0
272,548343,Chennai,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab,runs,7.0,BF Bowden,SK Tarapore,2012,2197.5,1942.0
273,548344,Kolkata,G Gambhir,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,47.0,Asad Rauf,BR Doctrove,2012,2042.0,1944.0
274,548345,Delhi,V Sehwag,Feroz Shah Kotla,0,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,runs,1.0,S Ravi,RJ Tucker,2012,2190.5,1981.0
275,548346,Mumbai,DW Steyn,Wankhede Stadium,0,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,Mumbai Indians,wickets,5.0,AK Chaudhary,BNJ Oxenford,2012,2109.0,1773.5
276,548347,Chennai,G Gambhir,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,BF Bowden,C Shamshuddin,2012,2197.5,2042.0
277,548348,Cuttack,KC Sangakkara,Barabati Stadium,0,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers,runs,13.0,Aleem Dar,AK Chaudhary,2012,1773.5,1714.0
278,548349,Jaipur,P Negi,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Delhi Daredevils,wickets,6.0,JD Cloete,SJA Taufel,2012,1981.0,2190.5
279,548350,Bangalore,Azhar Mahmood,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4.0,BF Bowden,C Shamshuddin,2012,1944.0,1942.0
280,548351,Pune,SL Malinga,Subrata Roy Sahara Stadium,0,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,1.0,Asad Rauf,S Asnani,2012,1714.0,2109.0
281,548352,Chennai,SK Raina,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,10.0,HDPK Dharmasena,BNJ Oxenford,2012,2197.5,1773.5
282,548353,Kolkata,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,7.0,BF Bowden,SK Tarapore,2012,2042.0,1714.0
283,548354,Chandigarh,SR Watson,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,43.0,JD Cloete,SJA Taufel,2012,1942.0,1981.0
